"Titre,Créateur,Sujet,Editeur,Type,Format,Identifiant,Source,Langue,Résumé,""Date de disponibilité"",""Date de publication"",""Importance matérielle"",""Couverture spatiale"",""Couverture temporelle"",Licence,""P35 has identified"",""P70 documents"",""P4 has time-span"",""P14 carried out by"",""P1 is identified by"",""P2 has type"""																																
Les enceintes fortifiées de l'âge du fer dans le Finistère. d'après l'étude des cahiers de Sir Mortimer Wheeler,MAGUER Patrick,RAP01216,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01216,Service régional de l'archéologie de Bretagne,French,,,1994,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01216,prospection thématique																															
"le mésolithique en Bretagne. rapport de projet collectif de recherches,""Marchand, Grégor"",RAP01768,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01768,Service régional de l'archéologie de Bretagne,French,,,2001,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01768,projet collectif de recherches																															
Belle-Île-en-mer (56). rapport de prospection inventaire,MUSCH Gérald,RAP02008,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02008,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3033682 Belle Île,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02008,prospection diachronique																															
Belle-Île-en-mer (56). rapport de prospection inventaire,MUSCH Gérald,RAP02146,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02146,Service régional de l'archéologie de Bretagne,French,,,2005,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3033682 Belle Île,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02146,prospection diachronique																															
Belle-Île-en-mer (56). communes de Le Palais/Sauzon/Bangor/Locmaria. rapport de prospection inventaire,MUSCH Gérald,RAP01935,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01935,Service régional de l'archéologie de Bretagne,French,,,2003,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3033682 Belle Île,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01935,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP01331,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01331,Service régional de l'archéologie de Bretagne,French,,,1995,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01331,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP00906,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00906,Service régional de l'archéologie de Bretagne,French,,,1993,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00906,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP00817,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00817,Service régional de l'archéologie de Bretagne,French,,,1992,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00817,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP01417,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01417,Service régional de l'archéologie de Bretagne,French,,,1996,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01417,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP00570,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00570,Service régional de l'archéologie de Bretagne,French,,,1990,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00570,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP01224,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01224,Service régional de l'archéologie de Bretagne,French,,,1994,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01224,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP00789,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00789,Service régional de l'archéologie de Bretagne,French,,,1991,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00789,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP01655,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01655,Service régional de l'archéologie de Bretagne,French,,,1999,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01655,prospection diachronique																															
"Entre l'Oust et le Blavet. rapport de prospection inventaire,""http://www.viaf.org/viaf/7559900 Naas, Patrick"",,Service régional de l'archéologie de Bretagne,,,,,French,,Disponible,1997,1 vol. ( p.) : ill. en coul. "	" 30 cm | Mo,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/7559900 Naas, Patrick"",RAP01576,prospection diachronique"																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP01719,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01719,Service régional de l'archéologie de Bretagne,French,,,2000,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01719,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP01789,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01789,Service régional de l'archéologie de Bretagne,French,,,2001,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01789,prospection diachronique																															
"Bassin occidental de la moyenne Vilaine et centre Bretagne. rapport de prospection inventaire,""Gautier, Maurice"",RAP02141,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02141,Service régional de l'archéologie de Bretagne,French,,,2005,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02141,prospection diachronique																															
"Bassin occidental de la moyenne Vilaine et centre Bretagne. rapport de prospection inventaire,""Gautier, Maurice"",RAP02040,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02040,Service régional de l'archéologie de Bretagne,French,,,2004,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02040,prospection diachronique																															
"(56). entre l'Oust et le Blavet. rapport de prospection inventaire,""Naas, Patrick"",RAP01862,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP01862,Service régional de l'archéologie de Bretagne,French,,,2002,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP01862,prospection diachronique																															
"bassin occidental de la moyenne Vilaine et centre Bretagne. rapport de prospection inventaire,""Gautier, Maurice"",RAP02220,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02220,Service régional de l'archéologie de Bretagne,French,,,2006,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02220,prospection diachronique																															
Arzon (56). carte archéologique sur er lannic. rapport de prospection inventaire,GOUEZIN Philippe,RAP00548,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00548,Service régional de l'archéologie de Bretagne,French,,,1991,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6452404 Arzon,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00548,prospection diachronique																															
"Bassin occidental de la moyenne Vilaine et centre Bretagne. rapport de prospection inventaire,""Gautier, Maurice"",RAP02276,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02276,Service régional de l'archéologie de Bretagne,French,,,2007,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02276,prospection diachronique																															
(56). programme d'étude et de mise en valeur du patrimoine mégalithique des landes de Lanvaux. rapport d'étude,GOUEZIN Philippe,RAP02489,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02489,Service régional de l'archéologie de Bretagne,French,,,1987,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02489,étude documentaire																															
"Bassin occidental de la moyenne Vilaine et centre Bretagne. rapport de prospection inventaire 2008,""Gautier, Maurice"",RAP02409,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02409,Service régional de l'archéologie de Bretagne,French,,,2008,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02409,prospection diachronique																															
(56). Trédion et les communes limitrophes des landes de Lanvaux. rapport de prospection inventaire.,GOUEZIN Philippe,RAP00603,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP00603,Service régional de l'archéologie de Bretagne,French,,,1983,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6437404 Trédion,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP00603,prospection diachronique																															
"Trédion (56). Coëtby. Rapport de prospection thématique.,""http://www.viaf.org/viaf/9995140 Gouézin, Philippe"",,Service régional de l'archéologie de Bretagne,,,RAP02552,,French,,Disponible,1992,5.14 Mo | 1 vol. (p.) : ill. en coul."	" 30 cm.,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/6437404 Trédion,https://ark.frantiq.fr/ark:/26678/pcrtH8P95EucZz Néolithique,Owned by SRA Bretagne,,https://ark.frantiq.fr/ark:/26678/pcrtsIm3RuNMGu nécropole | https://ark.frantiq.fr/ark:/26678/pcrtAqKgmvERHQ cairn | https://ark.frantiq.fr/ark:/26678/pcrt0Krn6QJlhU dolmen | https://ark.frantiq.fr/ark:/26678/pcrtjMFrjr1utW mégalithe,,""http://www.viaf.org/viaf/9995140 Gouézin, Philippe"",RAP02552,prospection thématique"																															
Hoëdic (56). une archéologie de l'île : inventaire des sites pré et protohistoriques,LARGE Jean-Marc,RAP02086,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02086,Service régional de l'archéologie de Bretagne,French,,,2002,1 vol. ( p.) : ill. en coul. 	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3013229 Hoëdic,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02086,prospection thématique																															
"îles d'Hoëdic et de Houat (56). rapport de prospection inventaire,""http://www.viaf.org/viaf/206023929 Large, Jean-Marc"",RAP02149,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02149,Service régional de l'archéologie de Bretagne,French,,,2005,1 vol. ( p.) : ill. en coul. "	" 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/2991879 Morbihan | http://www.geonames.org/3013229 Hoëdic | http://www.geonames.org/6617121 Île-d'Houat,,Owned by SRA Bretagne,,,,""http://www.viaf.org/viaf/206023929 Large, Jean-Marc"",RAP02149,prospection diachronique"																															
"Landes du Mené (22). Exploitation des photographies verticales de l'IGN à des fins archéologiques : méthodes,""http://www.viaf.org/viaf/66509992 Gautier, Maurice"",RAP02435,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02435,Service régional de l'archéologie de Bretagne,French,,,1997,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne | http://www.geonames.org/3023414 Côtes-d'Armor | http://www.geonames.org/6447648 Le Mené,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02435,étude documentaire																															
"Bassin occidental de la moyenne Vilaine et centre Bretagne. rapport de  prospection inventaire,""Gautier, Maurice"",RAP02536,Service régional de l'archéologie de Bretagne,Online PDF file,,RAP02536,Service régional de l'archéologie de Bretagne,French,,,2009,1 vol. ( p.) : ill. en coul. "	 30 cm,http://www.geonames.org/3030288 Bretagne,,Owned by SRA Bretagne,,,,Service régional de l'archéologie de Bretagne,RAP02536,prospection diachronique																															
